antecedent,consequent,support,confidence
{26 30 34},{14 18},0.163,0.641
{18 30 34},{14 26},0.27,0.389
{18 26 34},{14 30},0.203,0.517
{14 30 34},{18 26},0.282,0.371
{14 26 34},{18 30},0.207,0.507
{14 18 34},{26 30},0.36,0.291
{26 30},{14 18 34},0.245,0.428
{18 30},{14 26 34},0.397,0.264
{18 26},{14 30 34},0.299,0.35
{14 30},{18 26 34},0.421,0.249
{14 26},{18 30 34},0.305,0.343
{14 18},{26 30 34},0.527,0.199
{30 34},{14 18 26},0.368,0.285
{26 34},{14 18 30},0.27,0.389
{18 34},{14 26 30},0.466,0.225
{14 34},{18 26 30},0.475,0.221
{30},{14 18 26 34},0.563,0.186
{26},{14 18 30 34},0.412,0.254
{18},{14 26 30 34},0.705,0.149
{14},{18 26 30 34},0.717,0.146
{34},{14 18 26 30},0.641,0.164
{14 18 30 34},{32},0.216,0.476
{14 18 30 32},{34},0.14,0.732
{18 30 32 34},{14},0.125,0.819
{14 30 32 34},{18},0.134,0.768
{14 18 32 34},{30},0.164,0.625
{14 18 30},{32 34},0.31,0.332
{18 30 34},{14 32},0.27,0.381
{14 30 34},{18 32},0.282,0.364
{14 18 34},{30 32},0.36,0.285
{18 30 32},{14 34},0.176,0.583
{14 30 32},{18 34},0.187,0.549
{14 18 32},{30 34},0.231,0.446
{30 32 34},{14 18},0.17,0.606
{18 32 34},{14 30},0.209,0.491
{14 32 34},{18 30},0.209,0.491
{18 30},{14 32 34},0.397,0.259
{14 30},{18 32 34},0.421,0.244
{14 18},{30 32 34},0.527,0.195
{30 34},{14 18 32},0.368,0.279
{18 34},{14 30 32},0.466,0.22
{14 34},{18 30 32},0.475,0.216
{30 32},{14 18 34},0.245,0.42
{18 32},{14 30 34},0.304,0.338
{14 32},{18 30 34},0.299,0.343
{32 34},{14 18 30},0.277,0.371
{30},{14 18 32 34},0.563,0.182
{18},{14 30 32 34},0.705,0.146
{14},{18 30 32 34},0.717,0.143
{34},{14 18 30 32},0.641,0.16
{32},{14 18 30 34},0.413,0.249
{14 16 18 48},{34},0.147,0.698
{16 18 34 48},{14},0.125,0.819
{14 18 34 48},{16},0.187,0.547
{14 16 18 34},{48},0.195,0.527
{14 16 34 48},{18},0.132,0.775
{16 18 48},{14 34},0.184,0.558
{14 18 48},{16 34},0.27,0.379
{14 16 18},{34 48},0.28,0.365
{14 16 48},{18 34},0.193,0.532
{18 34 48},{14 16},0.235,0.435
{16 18 34},{14 48},0.246,0.417
{16 34 48},{14 18},0.165,0.621
{14 18 34},{16 48},0.36,0.284
{14 34 48},{16 18},0.242,0.423
{14 16 34},{18 48},0.257,0.399
{18 48},{14 16 34},0.348,0.295
{16 18},{14 34 48},0.369,0.278
{16 48},{14 18 34},0.248,0.413
{14 18},{16 34 48},0.527,0.194
{14 48},{16 18 34},0.356,0.288
{14 16},{18 34 48},0.38,0.27
{18 34},{14 16 48},0.466,0.22
{34 48},{14 16 18},0.316,0.324
{16 34},{14 18 48},0.332,0.308
{14 34},{16 18 48},0.475,0.216
{18},{14 16 34 48},0.705,0.145
{48},{14 16 18 34},0.479,0.214
{16},{14 18 34 48},0.513,0.2
{14},{16 18 34 48},0.717,0.143
{34},{14 16 18 48},0.641,0.16
{14 18 34},{0},0.36,0.305
{0 14 34},{18},0.143,0.769
{0 14 18},{34},0.158,0.693
{0 18 34},{14},0.137,0.799
{14 34},{0 18},0.475,0.231
{14 18},{0 34},0.527,0.208
{18 34},{0 14},0.466,0.235
{0 14},{18 34},0.213,0.516
{0 34},{14 18},0.185,0.593
{0 18},{14 34},0.206,0.534
{14},{0 18 34},0.717,0.153
{34},{0 14 18},0.641,0.171
{18},{0 14 34},0.705,0.156
{0},{14 18 34},0.284,0.386
{4 14 18},{1},0.22,0.569
{1 4 14},{18},0.159,0.786
{1 14 18},{4},0.293,0.428
{1 4 18},{14},0.163,0.765
{4 14},{1 18},0.289,0.433
{14 18},{1 4},0.527,0.237
{4 18},{1 14},0.29,0.431
{1 14},{4 18},0.382,0.328
{1 4},{14 18},0.214,0.586
{1 18},{4 14},0.387,0.323
{14},{1 4 18},0.717,0.175
{4},{1 14 18},0.397,0.315
{18},{1 4 14},0.705,0.177
{1},{4 14 18},0.52,0.241
{4 14 30},{1},0.184,0.595
{1 14 30},{4},0.239,0.458
{1 4 30},{14},0.14,0.783
{1 4 14},{30},0.159,0.688
{14 30},{1 4},0.421,0.26
{4 30},{1 14},0.242,0.453
{4 14},{1 30},0.289,0.379
{1 30},{4 14},0.31,0.353
{1 14},{4 30},0.382,0.286
{1 4},{14 30},0.214,0.512
{30},{1 4 14},0.563,0.194
{14},{1 4 30},0.717,0.153
{4},{1 14 30},0.397,0.276
{1},{4 14 30},0.52,0.211
{4 14 34},{1},0.201,0.574
{1 4 14},{34},0.159,0.723
{1 14 34},{4},0.266,0.433
{1 4 34},{14},0.153,0.753
{4 14},{1 34},0.289,0.398
{14 34},{1 4},0.475,0.242
{4 34},{1 14},0.269,0.428
{1 14},{4 34},0.382,0.301
{1 4},{14 34},0.214,0.539
{1 34},{4 14},0.352,0.327
{14},{1 4 34},0.717,0.161
{4},{1 14 34},0.397,0.29
{34},{1 4 14},0.641,0.18
{1},{4 14 34},0.52,0.221
{4 18 30},{1},0.173,0.592
{1 4 30},{18},0.14,0.73
{1 18 30},{4},0.225,0.454
{1 4 18},{30},0.163,0.624
{4 30},{1 18},0.242,0.423
{18 30},{1 4},0.397,0.257
{4 18},{1 30},0.29,0.352
{1 30},{4 18},0.31,0.329
{1 4},{18 30},0.214,0.478
{1 18},{4 30},0.387,0.264
{30},{1 4 18},0.563,0.181
{4},{1 18 30},0.397,0.257
{18},{1 4 30},0.705,0.145
{1},{4 18 30},0.52,0.196
{4 18 34},{1},0.205,0.586
{1 4 34},{18},0.153,0.784
{1 18 34},{4},0.271,0.443
{1 4 18},{34},0.163,0.733
{4 34},{1 18},0.269,0.445
{18 34},{1 4},0.466,0.257
{4 18},{1 34},0.29,0.413
{1 34},{4 18},0.352,0.34
{1 4},{18 34},0.214,0.561
{1 18},{4 34},0.387,0.309
{34},{1 4 18},0.641,0.187
{4},{1 18 34},0.397,0.302
{18},{1 4 34},0.705,0.17
{1},{4 18 34},0.52,0.23
{4 30 34},{1},0.167,0.607
{1 4 30},{34},0.14,0.726
{1 30 34},{4},0.214,0.475
{1 4 34},{30},0.153,0.664
{4 30},{1 34},0.242,0.42
{30 34},{1 4},0.368,0.276
{4 34},{1 30},0.269,0.377
{1 30},{4 34},0.31,0.327
{1 4},{30 34},0.214,0.475
{1 34},{4 30},0.352,0.288
{30},{1 4 34},0.563,0.18
{4},{1 30 34},0.397,0.256
{34},{1 4 30},0.641,0.158
{1},{4 30 34},0.52,0.195
{6 14 18},{1},0.29,0.571
{1 6 14},{18},0.214,0.773
{1 14 18},{6},0.293,0.566
{1 6 18},{14},0.218,0.761
{6 14},{1 18},0.388,0.427
{14 18},{1 6},0.527,0.314
{6 18},{1 14},0.382,0.434
{1 14},{6 18},0.382,0.433
{1 6},{14 18},0.284,0.582
{1 18},{6 14},0.387,0.428
{14},{1 6 18},0.717,0.231
{6},{1 14 18},0.528,0.314
{18},{1 6 14},0.705,0.235
{1},{6 14 18},0.52,0.318
{6 14 19},{1},0.221,0.581
{1 6 14},{19},0.214,0.598
{1 14 19},{6},0.22,0.583
{1 6 19},{14},0.167,0.768
{6 14},{1 19},0.388,0.33
{14 19},{1 6},0.399,0.321
{6 19},{1 14},0.298,0.43
{1 14},{6 19},0.382,0.335
{1 6},{14 19},0.284,0.451
{1 19},{6 14},0.288,0.444
{14},{1 6 19},0.717,0.179
{6},{1 14 19},0.528,0.243
{19},{1 6 14},0.54,0.237
{1},{6 14 19},0.52,0.246
{6 14 30},{1},0.235,0.583
{1 6 14},{30},0.214,0.639
{1 14 30},{6},0.239,0.573
{1 6 30},{14},0.175,0.784
{6 14},{1 30},0.388,0.353
{14 30},{1 6},0.421,0.325
{6 30},{1 14},0.307,0.446
{1 14},{6 30},0.382,0.358
{1 6},{14 30},0.284,0.481
{1 30},{6 14},0.31,0.441
{14},{1 6 30},0.717,0.191
{6},{1 14 30},0.528,0.259
{30},{1 6 14},0.563,0.243
{1},{6 14 30},0.52,0.263
{6 14 34},{1},0.265,0.586
{1 6 14},{34},0.214,0.726
{1 14 34},{6},0.266,0.585
{1 6 34},{14},0.201,0.773
{6 14},{1 34},0.388,0.401
{14 34},{1 6},0.475,0.327
{6 34},{1 14},0.352,0.441
{1 14},{6 34},0.382,0.407
{1 6},{14 34},0.284,0.547
{1 34},{6 14},0.352,0.442
{14},{1 6 34},0.717,0.217
{6},{1 14 34},0.528,0.295
{34},{1 6 14},0.641,0.243
{1},{6 14 34},0.52,0.299
{1 6 14},{48},0.214,0.522
{6 14 48},{1},0.194,0.577
{1 14 48},{6},0.195,0.573
{1 6 48},{14},0.141,0.792
{6 14},{1 48},0.388,0.288
{1 14},{6 48},0.382,0.293
{1 6},{14 48},0.284,0.393
{14 48},{1 6},0.356,0.314
{6 48},{1 14},0.256,0.437
{1 48},{6 14},0.255,0.439
{14},{1 6 48},0.717,0.156
{6},{1 14 48},0.528,0.212
{1},{6 14 48},0.52,0.215
{48},{1 6 14},0.479,0.233
{1 6 14},{16},0.214,0.559
{6 14 16},{1},0.209,0.574
{1 14 16},{6},0.208,0.575
{1 6 16},{14},0.158,0.757
{6 14},{1 16},0.388,0.309
{1 14},{6 16},0.382,0.314
{1 6},{14 16},0.284,0.421
{14 16},{1 6},0.38,0.315
{6 16},{1 14},0.278,0.43
{1 16},{6 14},0.278,0.431
{14},{1 6 16},0.717,0.167
{6},{1 14 16},0.528,0.227
{1},{6 14 16},0.52,0.23
{16},{1 6 14},0.513,0.233
{6 18 19},{1},0.222,0.585
{1 6 19},{18},0.167,0.778
{1 6 18},{19},0.218,0.597
{1 18 19},{6},0.223,0.582
{6 19},{1 18},0.298,0.435
{6 18},{1 19},0.382,0.34
{18 19},{1 6},0.4,0.325
{1 6},{18 19},0.284,0.457
{1 19},{6 18},0.288,0.45
{1 18},{6 19},0.387,0.335
{6},{1 18 19},0.528,0.246
{19},{1 6 18},0.54,0.241
{18},{1 6 19},0.705,0.184
{1},{6 18 19},0.52,0.25
{6 18 30},{1},0.222,0.584
{1 6 30},{18},0.175,0.742
{1 18 30},{6},0.225,0.576
{1 6 18},{30},0.218,0.595
{6 30},{1 18},0.307,0.422
{18 30},{1 6},0.397,0.326
{6 18},{1 30},0.382,0.339
{1 30},{6 18},0.31,0.418
{1 6},{18 30},0.284,0.455
{1 18},{6 30},0.387,0.334
{30},{1 6 18},0.563,0.23
{6},{1 18 30},0.528,0.245
{18},{1 6 30},0.705,0.184
{1},{6 18 30},0.52,0.249
{6 18 34},{1},0.262,0.595
{1 6 34},{18},0.201,0.774
{1 6 18},{34},0.218,0.716
{1 18 34},{6},0.271,0.576
{6 34},{1 18},0.352,0.442
{6 18},{1 34},0.382,0.408
{18 34},{1 6},0.466,0.334
{1 6},{18 34},0.284,0.548
{1 34},{6 18},0.352,0.443
{1 18},{6 34},0.387,0.403
{6},{1 18 34},0.528,0.295
{34},{1 6 18},0.641,0.243
{18},{1 6 34},0.705,0.221
{1},{6 18 34},0.52,0.3
{1 6 18},{48},0.218,0.502
{6 18 48},{1},0.191,0.573
{1 6 48},{18},0.141,0.773
{1 18 48},{6},0.194,0.563
{6 18},{1 48},0.382,0.286
{1 6},{18 48},0.284,0.384
{1 18},{6 48},0.387,0.282
{6 48},{1 18},0.256,0.426
{18 48},{1 6},0.348,0.314
{1 48},{6 18},0.255,0.429
{6},{1 18 48},0.528,0.207
{18},{1 6 48},0.705,0.155
{1},{6 18 48},0.52,0.21
{48},{1 6 18},0.479,0.228
{1 6 18},{16},0.218,0.56
{6 16 18},{1},0.204,0.596
{1 6 16},{18},0.158,0.77
{1 16 18},{6},0.209,0.582
{6 18},{1 16},0.382,0.319
{1 6},{16 18},0.284,0.428
{1 18},{6 16},0.387,0.315
{6 16},{1 18},0.278,0.438
{16 18},{1 6},0.369,0.33
{1 16},{6 18},0.278,0.439
{6},{1 16 18},0.528,0.231
{18},{1 6 16},0.705,0.173
{1},{6 16 18},0.52,0.234
{16},{1 6 18},0.513,0.237
{1 6 18},{32},0.218,0.483
{6 18 32},{1},0.176,0.597
{1 6 32},{18},0.132,0.797
{1 18 32},{6},0.176,0.598
{6 18},{1 32},0.382,0.275
{1 6},{18 32},0.284,0.37
{1 18},{6 32},0.387,0.272
{6 32},{1 18},0.234,0.449
{18 32},{1 6},0.304,0.346
{1 32},{6 18},0.226,0.466
{6},{1 18 32},0.528,0.199
{18},{1 6 32},0.705,0.149
{1},{6 18 32},0.52,0.202
{32},{1 6 18},0.413,0.255
{6 19 30},{1},0.179,0.578
{1 6 30},{19},0.175,0.593
{1 19 30},{6},0.177,0.585
{1 6 19},{30},0.167,0.62
{6 30},{1 19},0.307,0.337
{19 30},{1 6},0.316,0.327
{6 19},{1 30},0.298,0.347
{1 30},{6 19},0.31,0.334
{1 6},{19 30},0.284,0.364
{1 19},{6 30},0.288,0.359
{30},{1 6 19},0.563,0.184
{6},{1 19 30},0.528,0.196
{19},{1 6 30},0.54,0.192
{1},{6 19 30},0.52,0.199
{6 19 34},{1},0.204,0.592
{1 6 19},{34},0.167,0.724
{1 6 34},{19},0.201,0.6
{1 19 34},{6},0.203,0.594
{6 19},{1 34},0.298,0.405
{6 34},{1 19},0.352,0.343
{19 34},{1 6},0.36,0.336
{1 6},{19 34},0.284,0.425
{1 19},{6 34},0.288,0.419
{1 34},{6 19},0.352,0.343
{6},{1 19 34},0.528,0.229
{19},{1 6 34},0.54,0.224
{34},{1 6 19},0.641,0.189
{1},{6 19 34},0.52,0.232
{6 30 34},{1},0.208,0.599
{1 6 30},{34},0.175,0.713
{1 30 34},{6},0.214,0.583
{1 6 34},{30},0.201,0.619
{6 30},{1 34},0.307,0.406
{30 34},{1 6},0.368,0.338
{6 34},{1 30},0.352,0.353
{1 30},{6 34},0.31,0.402
{1 6},{30 34},0.284,0.438
{1 34},{6 30},0.352,0.354
{30},{1 6 34},0.563,0.221
{6},{1 30 34},0.528,0.236
{34},{1 6 30},0.641,0.194
{1},{6 30 34},0.52,0.239
{1 6 34},{48},0.201,0.519
{6 34 48},{1},0.177,0.592
{1 6 48},{34},0.141,0.74
{1 34 48},{6},0.179,0.585
{6 34},{1 48},0.352,0.296
{1 6},{34 48},0.284,0.367
{1 34},{6 48},0.352,0.297
{6 48},{1 34},0.256,0.408
{34 48},{1 6},0.316,0.33
{1 48},{6 34},0.255,0.41
{6},{1 34 48},0.528,0.198
{34},{1 6 48},0.641,0.163
{1},{6 34 48},0.52,0.201
{48},{1 6 34},0.479,0.218
{1 6 34},{16},0.201,0.537
{6 16 34},{1},0.184,0.589
{1 6 16},{34},0.158,0.684
{1 16 34},{6},0.188,0.575
{6 34},{1 16},0.352,0.307
{1 6},{16 34},0.284,0.38
{1 34},{6 16},0.352,0.307
{6 16},{1 34},0.278,0.388
{16 34},{1 6},0.332,0.325
{1 16},{6 34},0.278,0.389
{6},{1 16 34},0.528,0.205
{34},{1 6 16},0.641,0.169
{1},{6 16 34},0.52,0.208
{16},{1 6 34},0.513,0.211
{14 18 19},{1},0.306,0.566
{1 14 19},{18},0.22,0.786
{1 14 18},{19},0.293,0.591
{1 18 19},{14},0.223,0.775
{14 19},{1 18},0.399,0.433
{14 18},{1 19},0.527,0.328
{18 19},{1 14},0.4,0.432
{1 14},{18 19},0.382,0.452
{1 19},{14 18},0.288,0.6
{1 18},{14 19},0.387,0.447
{14},{1 18 19},0.717,0.241
{19},{1 14 18},0.54,0.32
{18},{1 14 19},0.705,0.245
{1},{14 18 19},0.52,0.332
{14 18 21},{1},0.175,0.588
{1 14 21},{18},0.131,0.784
{1 14 18},{21},0.293,0.351
{1 18 21},{14},0.132,0.78
{14 21},{1 18},0.233,0.442
{14 18},{1 21},0.527,0.195
{18 21},{1 14},0.223,0.462
{1 14},{18 21},0.382,0.269
{1 21},{14 18},0.174,0.591
{1 18},{14 21},0.387,0.266
{14},{1 18 21},0.717,0.143
{21},{1 14 18},0.307,0.335
{18},{1 14 21},0.705,0.146
{1},{14 18 21},0.52,0.198
{14 18 28},{1},0.192,0.594
{1 14 28},{18},0.146,0.783
{1 14 18},{28},0.293,0.39
{1 18 28},{14},0.142,0.803
{14 28},{1 18},0.257,0.445
{14 18},{1 28},0.527,0.216
{18 28},{1 14},0.244,0.467
{1 14},{18 28},0.382,0.299
{1 28},{14 18},0.189,0.605
{1 18},{14 28},0.387,0.295
{14},{1 18 28},0.717,0.159
{28},{1 14 18},0.342,0.333
{18},{1 14 28},0.705,0.162
{1},{14 18 28},0.52,0.22
{14 18 30},{1},0.31,0.584
{1 14 30},{18},0.239,0.757
{1 18 30},{14},0.225,0.804
{1 14 18},{30},0.293,0.618
{14 30},{1 18},0.421,0.429
{18 30},{1 14},0.397,0.456
{14 18},{1 30},0.527,0.343
{1 30},{14 18},0.31,0.583
{1 14},{18 30},0.382,0.473
{1 18},{14 30},0.387,0.467
{30},{1 14 18},0.563,0.321
{14},{1 18 30},0.717,0.252
{18},{1 14 30},0.705,0.257
{1},{14 18 30},0.52,0.348
{14 18 34},{1},0.36,0.584
{1 14 34},{18},0.266,0.793
{1 14 18},{34},0.293,0.719
{1 18 34},{14},0.271,0.778
{14 34},{1 18},0.475,0.443
{14 18},{1 34},0.527,0.399
{18 34},{1 14},0.466,0.451
{1 14},{18 34},0.382,0.551
{1 34},{14 18},0.352,0.598
{1 18},{14 34},0.387,0.544
{14},{1 18 34},0.717,0.294
{34},{1 14 18},0.641,0.329
{18},{1 14 34},0.705,0.299
{1},{14 18 34},0.52,0.405
{14 18 44},{1},0.212,0.582
{1 14 44},{18},0.157,0.787
{1 14 18},{44},0.293,0.422
{1 18 44},{14},0.155,0.797
{14 44},{1 18},0.283,0.436
{14 18},{1 44},0.527,0.234
{18 44},{1 14},0.271,0.456
{1 14},{18 44},0.382,0.323
{1 44},{14 18},0.2,0.619
{1 18},{14 44},0.387,0.319
{14},{1 18 44},0.717,0.172
{44},{1 14 18},0.373,0.331
{18},{1 14 44},0.705,0.175
{1},{14 18 44},0.52,0.237
{1 14 18},{48},0.293,0.525
{14 18 48},{1},0.27,0.568
{1 14 48},{18},0.195,0.786
{1 18 48},{14},0.194,0.792
{14 18},{1 48},0.527,0.291
{1 14},{18 48},0.382,0.402
{1 18},{14 48},0.387,0.397
{14 48},{1 18},0.356,0.431
{18 48},{1 14},0.348,0.441
{1 48},{14 18},0.255,0.603
{14},{1 18 48},0.717,0.214
{18},{1 14 48},0.705,0.218
{1},{14 18 48},0.52,0.295
{48},{1 14 18},0.479,0.321
{14 18 49},{1},0.219,0.549
{1 14 49},{18},0.155,0.778
{1 18 49},{14},0.154,0.781
{1 14 18},{49},0.293,0.412
{14 49},{1 18},0.289,0.417
{18 49},{1 14},0.283,0.426
{14 18},{1 49},0.527,0.228
{1 49},{14 18},0.205,0.588
{1 14},{18 49},0.382,0.315
{1 18},{14 49},0.387,0.311
{49},{1 14 18},0.389,0.31
{14},{1 18 49},0.717,0.168
{18},{1 14 49},0.705,0.171
{1},{14 18 49},0.52,0.232
{1 14 18},{16},0.293,0.544
{14 16 18},{1},0.28,0.568
{1 14 16},{18},0.208,0.764
{1 16 18},{14},0.209,0.761
{14 18},{1 16},0.527,0.302
{1 14},{16 18},0.382,0.417
{1 18},{14 16},0.387,0.411
{14 16},{1 18},0.38,0.419
{16 18},{1 14},0.369,0.432
{1 16},{14 18},0.278,0.573
{14},{1 16 18},0.717,0.222
{18},{1 14 16},0.705,0.226
{1},{14 16 18},0.52,0.306
{16},{1 14 18},0.513,0.31
{14 18 26},{1},0.232,0.565
{1 14 26},{18},0.165,0.792
{1 14 18},{26},0.293,0.448
{1 18 26},{14},0.165,0.796
{14 26},{1 18},0.305,0.43
{14 18},{1 26},0.527,0.249
{18 26},{1 14},0.299,0.438
{1 14},{18 26},0.382,0.343
{1 26},{14 18},0.218,0.603
{1 18},{14 26},0.387,0.339
{14},{1 18 26},0.717,0.183
{26},{1 14 18},0.412,0.318
{18},{1 14 26},0.705,0.186
{1},{14 18 26},0.52,0.252
{12 14 18},{1},0.216,0.576
{1 12 14},{18},0.155,0.798
{1 14 18},{12},0.293,0.424
{1 12 18},{14},0.157,0.79
{12 14},{1 18},0.279,0.445
{14 18},{1 12},0.527,0.235
{12 18},{1 14},0.273,0.455
{1 14},{12 18},0.382,0.325
{1 12},{14 18},0.201,0.617
{1 18},{12 14},0.387,0.321
{14},{1 12 18},0.717,0.173
{12},{1 14 18},0.365,0.34
{18},{1 12 14},0.705,0.176
{1},{12 14 18},0.52,0.239
{14 18 42},{1},0.173,0.581
{1 14 42},{18},0.127,0.788
{1 14 18},{42},0.293,0.343
{1 18 42},{14},0.126,0.794
{14 42},{1 18},0.234,0.429
{14 18},{1 42},0.527,0.191
{18 42},{1 14},0.224,0.448
{1 14},{18 42},0.382,0.263
{1 42},{14 18},0.166,0.606
{1 18},{14 42},0.387,0.259
{14},{1 18 42},0.717,0.14
{42},{1 14 18},0.317,0.317
{18},{1 14 42},0.705,0.142
{1},{14 18 42},0.52,0.193
{1 14 18},{46},0.293,0.407
{14 18 46},{1},0.215,0.553
{1 14 46},{18},0.152,0.785
{1 18 46},{14},0.154,0.771
{14 18},{1 46},0.527,0.226
{1 14},{18 46},0.382,0.312
{1 18},{14 46},0.387,0.308
{14 46},{1 18},0.279,0.427
{18 46},{1 14},0.28,0.425
{1 46},{14 18},0.202,0.591
{14},{1 18 46},0.717,0.166
{18},{1 14 46},0.705,0.169
{1},{14 18 46},0.52,0.229
{46},{1 14 18},0.372,0.32
{1 14 18},{32},0.293,0.458
{14 18 32},{1},0.231,0.582
{1 14 32},{18},0.166,0.809
{1 18 32},{14},0.176,0.763
{14 18},{1 32},0.527,0.254
{1 14},{18 32},0.382,0.351
{1 18},{14 32},0.387,0.347
{14 32},{1 18},0.299,0.448
{18 32},{1 14},0.304,0.442
{1 32},{14 18},0.226,0.595
{14},{1 18 32},0.717,0.187
{18},{1 14 32},0.705,0.19
{1},{14 18 32},0.52,0.258
{32},{1 14 18},0.413,0.325
{14 19 30},{1},0.241,0.577
{1 14 30},{19},0.239,0.581
{1 19 30},{14},0.177,0.785
{1 14 19},{30},0.22,0.631
{14 30},{1 19},0.421,0.33
{19 30},{1 14},0.316,0.439
{14 19},{1 30},0.399,0.348
{1 30},{14 19},0.31,0.448
{1 14},{19 30},0.382,0.363
{1 19},{14 30},0.288,0.481
{30},{1 14 19},0.563,0.246
{14},{1 19 30},0.717,0.194
{19},{1 14 30},0.54,0.257
{1},{14 19 30},0.52,0.267
{14 19 34},{1},0.275,0.58
{1 14 19},{34},0.22,0.725
{1 14 34},{19},0.266,0.601
{1 19 34},{14},0.203,0.785
{14 19},{1 34},0.399,0.399
{14 34},{1 19},0.475,0.336
{19 34},{1 14},0.36,0.443
{1 14},{19 34},0.382,0.417
{1 19},{14 34},0.288,0.553
{1 34},{14 19},0.352,0.453
{14},{1 19 34},0.717,0.223
{19},{1 14 34},0.54,0.296
{34},{1 14 19},0.641,0.249
{1},{14 19 34},0.52,0.307
{1 14 19},{48},0.22,0.546
{14 19 48},{1},0.21,0.573
{1 14 48},{19},0.195,0.615
{1 19 48},{14},0.148,0.813
{14 19},{1 48},0.399,0.301
{1 14},{19 48},0.382,0.314
{1 19},{14 48},0.288,0.417
{14 48},{1 19},0.356,0.337
{19 48},{1 14},0.268,0.449
{1 48},{14 19},0.255,0.472
{14},{1 19 48},0.717,0.168
{19},{1 14 48},0.54,0.223
{1},{14 19 48},0.52,0.231
{48},{1 14 19},0.479,0.251
{1 14 19},{16},0.22,0.546
{14 16 19},{1},0.214,0.561
{1 14 16},{19},0.208,0.577
{1 16 19},{14},0.16,0.75
{14 19},{1 16},0.399,0.301
{1 14},{16 19},0.382,0.314
{1 19},{14 16},0.288,0.417
{14 16},{1 19},0.38,0.316
{16 19},{1 14},0.286,0.42
{1 16},{14 19},0.278,0.433
{14},{1 16 19},0.717,0.168
{19},{1 14 16},0.54,0.223
{1},{14 16 19},0.52,0.231
{16},{1 14 19},0.513,0.234
{14 28 34},{1},0.179,0.591
{1 14 28},{34},0.146,0.723
{1 14 34},{28},0.266,0.397
{1 28 34},{14},0.132,0.798
{14 28},{1 34},0.257,0.411
{14 34},{1 28},0.475,0.222
{28 34},{1 14},0.23,0.459
{1 14},{28 34},0.382,0.276
{1 28},{14 34},0.189,0.559
{1 34},{14 28},0.352,0.3
{14},{1 28 34},0.717,0.147
{28},{1 14 34},0.342,0.308
{34},{1 14 28},0.641,0.165
{1},{14 28 34},0.52,0.203
{14 30 34},{1},0.282,0.595
{1 14 30},{34},0.239,0.703
{1 30 34},{14},0.214,0.786
{1 14 34},{30},0.266,0.632
{14 30},{1 34},0.421,0.399
{30 34},{1 14},0.368,0.456
{14 34},{1 30},0.475,0.353
{1 30},{14 34},0.31,0.541
{1 14},{30 34},0.382,0.439
{1 34},{14 30},0.352,0.477
{30},{1 14 34},0.563,0.298
{14},{1 30 34},0.717,0.234
{34},{1 14 30},0.641,0.262
{1},{14 30 34},0.52,0.323
{1 14 30},{48},0.239,0.527
{14 30 48},{1},0.218,0.578
{1 30 48},{14},0.157,0.8
{1 14 48},{30},0.195,0.644
{14 30},{1 48},0.421,0.299
{1 30},{14 48},0.31,0.406
{1 14},{30 48},0.382,0.329
{30 48},{1 14},0.282,0.446
{14 48},{1 30},0.356,0.353
{1 48},{14 30},0.255,0.494
{30},{1 14 48},0.563,0.223
{14},{1 30 48},0.717,0.176
{1},{14 30 48},0.52,0.242
{48},{1 14 30},0.479,0.263
{14 30 49},{1},0.178,0.581
{1 14 30},{49},0.239,0.432
{1 30 49},{14},0.127,0.811
{1 14 49},{30},0.155,0.666
{14 30},{1 49},0.421,0.245
{30 49},{1 14},0.229,0.45
{14 49},{1 30},0.289,0.357
{1 30},{14 49},0.31,0.333
{1 14},{30 49},0.382,0.27
{1 49},{14 30},0.205,0.503
{30},{1 14 49},0.563,0.183
{14},{1 30 49},0.717,0.144
{49},{1 14 30},0.389,0.265
{1},{14 30 49},0.52,0.198
{1 14 30},{16},0.239,0.536
{14 16 30},{1},0.22,0.582
{1 16 30},{14},0.165,0.777
{1 14 16},{30},0.208,0.615
{14 30},{1 16},0.421,0.304
{1 30},{14 16},0.31,0.413
{1 14},{16 30},0.382,0.335
{16 30},{1 14},0.29,0.442
{14 16},{1 30},0.38,0.337
{1 16},{14 30},0.278,0.462
{30},{1 14 16},0.563,0.227
{14},{1 16 30},0.717,0.179
{1},{14 16 30},0.52,0.246
{16},{1 14 30},0.513,0.25
{14 26 30},{1},0.188,0.573
{1 14 30},{26},0.239,0.45
{1 26 30},{14},0.136,0.789
{1 14 26},{30},0.165,0.649
{14 30},{1 26},0.421,0.255
{26 30},{1 14},0.245,0.439
{14 26},{1 30},0.305,0.352
{1 30},{14 26},0.31,0.347
{1 14},{26 30},0.382,0.281
{1 26},{14 30},0.218,0.494
{30},{1 14 26},0.563,0.191
{14},{1 26 30},0.717,0.15
{26},{1 14 30},0.412,0.261
{1},{14 26 30},0.52,0.207
{1 14 30},{46},0.239,0.422
{14 30 46},{1},0.175,0.576
{1 30 46},{14},0.128,0.786
{1 14 46},{30},0.152,0.664
{14 30},{1 46},0.421,0.239
{1 30},{14 46},0.31,0.325
{1 14},{30 46},0.382,0.264
{30 46},{1 14},0.226,0.446
{14 46},{1 30},0.279,0.361
{1 46},{14 30},0.202,0.5
{30},{1 14 46},0.563,0.179
{14},{1 30 46},0.717,0.141
{1},{14 30 46},0.52,0.194
{46},{1 14 30},0.372,0.271
